name,TotalRunTime,average_net_length,clb_blocks,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_UART_RECEIVER_TOP_MIN_ROUTE_CHAN_WIDTH,4,10.9286,7,10,0.03,0.00,0.25,377258,76354.9,0.25,459
